Date,Flow,NH3,NO3,TP
5/12/2013,9.13,0.959,NA,NA
5/13/2013,9.24,1.01,7.3,NA
5/14/2013,9.46,0.983,NA,NA
5/15/2013,8.85,1.01,NA,NA
5/16/2013,8.47,0.953,NA,NA
5/17/2013,8.49,0.789,NA,NA
5/18/2013,9.33,0.93,NA,NA
5/19/2013,9.3,1.02,NA,NA
5/20/2013,9.79,0.992,NA,NA
5/21/2013,9.18,1.04,6.4,NA
5/22/2013,8.14,1.03,NA,NA
5/23/2013,8.72,0.974,NA,NA
5/24/2013,8.71,1.08,NA,NA
5/25/2013,9.54,1.08,NA,NA
5/26/2013,8.9,0.989,NA,NA
5/27/2013,8.9,0.961,NA,NA
5/28/2013,9,0.925,7,NA
5/29/2013,9.13,0.947,NA,NA
5/30/2013,8.49,0.925,NA,NA
5/31/2013,9.5,0.985,NA,NA
6/1/2013,9.44,0.925,NA,NA
6/2/2013,9.2,0.914,NA,NA
6/3/2013,9.2,0.828,NA,NA
6/4/2013,9.21,0.895,6.7,NA
6/5/2013,8.85,0.862,NA,NA
6/6/2013,8.95,0.974,NA,NA
6/7/2013,8.79,0.985,NA,NA
6/8/2013,8.46,0.945,NA,NA
6/9/2013,8.77,0.898,NA,NA
6/10/2013,8.72,0.987,NA,NA
6/11/2013,8.82,0.886,7.2,NA
6/12/2013,8.68,0.963,NA,NA
6/13/2013,8.27,0.915,NA,NA
6/14/2013,8.42,0.869,NA,NA
6/15/2013,8.7,0.956,NA,NA
6/16/2013,8.34,1.01,NA,NA
6/17/2013,8.41,0.975,NA,NA
6/18/2013,8.68,0.844,7,NA
6/19/2013,8.4,1.14,NA,NA
6/20/2013,8.23,1.07,NA,NA
6/21/2013,8.24,1.11,NA,NA
6/22/2013,8.54,1.02,NA,NA
6/23/2013,8.37,0.874,NA,NA
6/24/2013,8.68,0.948,NA,NA
6/25/2013,8.59,1.11,7,NA
6/26/2013,8.75,1.11,NA,NA
6/27/2013,8.02,0.927,NA,NA
6/28/2013,8.79,0.836,NA,NA
6/29/2013,8.92,1.08,NA,NA
6/30/2013,8.87,0.78,NA,NA
7/1/2013,9.17,1.28,NA,NA
7/2/2013,9.16,0.718,6.8,NA
7/3/2013,8.89,0.903,NA,NA
7/4/2013,8.9,0.848,NA,NA
7/5/2013,8.86,1.02,NA,NA
7/6/2013,8.97,0.984,NA,NA
7/7/2013,8.91,0.844,NA,NA
7/8/2013,9.29,0.862,NA,NA
7/9/2013,9.91,0.714,5.5,NA
7/10/2013,8.74,1.11,NA,NA
7/11/2013,8.8,0.818,NA,NA
7/12/2013,8.8,0.884,NA,NA
7/13/2013,9.33,0.842,NA,NA
7/14/2013,8.77,0.975,NA,NA
7/15/2013,8.86,0.85,NA,NA
7/16/2013,9.15,0.899,5.8,NA
7/17/2013,9.15,0.952,NA,NA
7/18/2013,8.61,0.853,NA,NA
7/19/2013,9.18,1.06,NA,NA
7/20/2013,9.28,1.05,NA,NA
7/21/2013,8.56,0.953,NA,NA
7/22/2013,9.07,0.995,NA,NA
7/23/2013,9.13,0.826,6,NA
7/24/2013,8.95,0.846,NA,NA
7/25/2013,8.87,0.827,NA,NA
7/26/2013,9.09,0.806,NA,NA
7/27/2013,8.89,1.02,NA,NA
7/28/2013,7.38,1.07,NA,NA
7/29/2013,7.24,1.02,NA,NA
7/30/2013,7.29,0.886,6.6,NA
7/31/2013,8.67,1.06,NA,NA
8/1/2013,8.44,0.916,NA,NA
8/2/2013,9.2,1.05,NA,NA
8/3/2013,8.88,0.88,NA,NA
8/4/2013,8.19,0.791,NA,NA
8/5/2013,8.45,0.88,7.4,NA
8/6/2013,8.16,0.873,NA,NA
8/7/2013,8.55,0.859,NA,NA
8/8/2013,8.2,0.766,NA,NA
8/9/2013,8.47,0.792,NA,NA
8/10/2013,8.49,0.874,NA,NA
8/11/2013,8.17,0.844,NA,NA
8/12/2013,8.8,0.793,NA,NA
8/13/2013,9.1,0.828,7.5,NA
8/14/2013,8.53,0.776,NA,NA
8/15/2013,8.42,0.844,NA,NA
8/16/2013,8.49,0.837,NA,NA
8/17/2013,9.18,0.93,NA,NA
8/18/2013,9.55,0.84,NA,NA
8/19/2013,9.7,0.832,NA,NA
8/20/2013,9.27,0.912,7,NA
8/21/2013,9.23,0.826,NA,NA
8/22/2013,8.88,0.672,NA,NA
8/23/2013,8.95,0.816,NA,NA
8/24/2013,9.53,0.665,NA,NA
8/25/2013,9.24,0.796,NA,NA
8/26/2013,9.29,0.767,NA,NA
8/27/2013,9.05,0.752,7.2,NA
8/28/2013,8.5,0.711,NA,NA
8/29/2013,8.74,1.81,NA,NA
8/30/2013,9,0.794,NA,NA
8/31/2013,9.09,0.765,NA,NA
9/1/2013,8.66,0,NA,NA
9/2/2013,8.82,0.926,NA,NA
9/3/2013,7.98,0,6.8,NA
9/4/2013,7.69,0.868,NA,NA
9/5/2013,7.12,0.926,NA,NA
9/6/2013,7.49,0.76,NA,NA
9/7/2013,7.65,0,NA,NA
9/8/2013,8.31,0,NA,NA
9/9/2013,8.06,0.772,6.8,NA
9/10/2013,7.91,0,NA,NA
9/11/2013,7.25,0,NA,NA
9/12/2013,8.14,0,NA,NA
9/13/2013,7.32,0,NA,NA
9/14/2013,7.31,0,NA,NA
9/15/2013,7.96,0,NA,NA
9/16/2013,7.78,0.778,NA,NA
9/17/2013,7.55,0,7.3,NA
9/18/2013,7.47,0,NA,NA
9/19/2013,7.28,0,NA,NA
9/20/2013,7.44,0,NA,NA
9/21/2013,8.13,0,NA,NA
9/22/2013,8.18,0,NA,NA
9/23/2013,7.93,0.775,NA,NA
9/24/2013,8.1,0,6.7,NA
9/25/2013,7.57,0,NA,NA
9/26/2013,7.64,0,NA,NA
9/27/2013,8.02,0,NA,NA
9/28/2013,7.76,0,NA,NA
9/29/2013,7.53,0,NA,NA
9/30/2013,8.01,1.14,NA,NA
10/1/2013,7.79,0,NA,NA
10/2/2013,8.15,0,5.8,NA
10/3/2013,7.17,0,NA,NA
10/4/2013,7.88,0,NA,NA
10/5/2013,7.86,0,NA,NA
10/6/2013,6.9,0,NA,NA
10/7/2013,8.11,0.901,5.8,NA
10/8/2013,7.78,0,5.7,NA
10/9/2013,7.94,0,NA,NA
10/10/2013,7.75,0,NA,NA
10/11/2013,7.91,0,NA,NA
10/12/2013,7.62,0,NA,NA
10/13/2013,7.71,0,NA,NA
10/14/2013,9.04,0.744,NA,NA
10/15/2013,10.05,0,5,NA
10/16/2013,9.78,0,NA,NA
10/17/2013,9.63,0,NA,NA
10/18/2013,9.4,0,NA,NA
10/19/2013,8.85,0,NA,NA
10/20/2013,9.87,0,NA,NA
10/21/2013,8.77,0.667,NA,NA
10/22/2013,9.49,0,6.3,NA
10/23/2013,9.25,0,NA,NA
10/24/2013,9.03,0,NA,NA
10/25/2013,9.69,0,NA,NA
10/26/2013,9.37,0,NA,NA
10/27/2013,10.31,0,NA,NA
10/28/2013,9.51,0.578,NA,NA
10/29/2013,9.56,0,7.4,NA
10/30/2013,9.94,0,NA,NA
10/31/2013,9.15,0,NA,NA
11/1/2013,9.03,0,NA,NA
11/2/2013,9.24,0,NA,NA
11/3/2013,10.52,0,NA,NA
11/4/2013,10.05,0.618,6.1,NA
11/5/2013,9.26,0,NA,NA
11/6/2013,9.37,0,NA,NA
11/7/2013,9.37,0,NA,NA
11/8/2013,9.92,0,NA,NA
11/9/2013,9.67,0,NA,NA
11/10/2013,9.4,0,NA,NA
11/11/2013,9.76,0.596,NA,NA
11/12/2013,9.99,0,NA,NA
11/13/2013,9.84,0,6.3,NA
11/14/2013,10.03,0,NA,NA
11/15/2013,9.93,0,NA,NA
11/16/2013,8.93,0,NA,NA
11/17/2013,9.37,0,NA,NA
11/18/2013,9.76,0.82,NA,NA
11/19/2013,9.63,0,6.6,NA
11/20/2013,9.3,0,NA,NA
11/21/2013,10.19,0,NA,NA
11/22/2013,10.25,0,NA,NA
11/23/2013,9.92,0,NA,NA
11/24/2013,9.64,0,NA,NA
11/25/2013,9.94,0,NA,NA
11/26/2013,9.93,0.745,5.8,NA
11/27/2013,9.76,0,NA,NA
11/28/2013,10.07,0,NA,NA
11/29/2013,9.47,0,NA,NA
11/30/2013,9.27,0,NA,NA
12/1/2013,9.58,0,NA,NA
12/2/2013,10.14,0.757,NA,NA
12/3/2013,10.18,0,5.5,NA
12/4/2013,8.9,0,NA,NA
12/5/2013,9.61,0,NA,NA
12/6/2013,9.99,0,NA,NA
12/7/2013,9.21,0,NA,NA
12/8/2013,9.63,0,NA,NA
12/9/2013,9.89,0,NA,NA
12/10/2013,9.58,0.897,5.6,NA
12/11/2013,9.74,0,NA,NA
12/12/2013,9.83,0,NA,NA
12/13/2013,9.54,0,NA,NA
12/14/2013,9.65,0,NA,NA
12/15/2013,9.61,0,NA,NA
12/16/2013,9.67,0.831,NA,NA
12/17/2013,9.42,0,6.4,NA
12/18/2013,9.56,0,NA,NA
12/19/2013,9.68,0,NA,NA
12/20/2013,9.62,0,NA,NA
12/21/2013,9.37,0,NA,NA
12/22/2013,9.29,0,NA,NA
12/23/2013,9.56,1.14,6,NA
12/24/2013,9.93,0,NA,NA
12/25/2013,9.36,0,NA,NA
12/26/2013,9.74,0,NA,NA
12/27/2013,9.15,0,NA,NA
12/28/2013,10.24,0,NA,NA
12/29/2013,10.01,0,NA,NA
12/30/2013,8.87,0.846,NA,NA
12/31/2013,10.23,0,6,NA
