Location,Parameter,Analytical Method,Calculated Method,Qual,Result,Units,MDL,ML,RL,Sampling Date,Sampling Time,Sampling Date Time,Analysis Date,Analysis Time,Review Priority Indicator,QA Codes,Comments,Facility Name,Report Name,Latitude,Longitude,Receiving Water Body
LND-001,"Nitrogen, Total (as N)","Nitrogen, Kjeldahl, Total",,=,12,mg/L,,,,7/22/2015,9:45:00,7/22/2015 9:45,8/3/2015,0:00:00,,,Irrigation,City of Manteca WW Quality Control Facility, Monthly SMR ( MONNPDES ) report for July 2015,,,
LND-001,"Nitrogen, Total (as N)","Nitrogen, Kjeldahl, Total",,=,10,mg/L,,,,7/27/2015,9:45:00,7/27/2015 9:45,8/3/2015,0:00:00,,,Irrigation,City of Manteca WW Quality Control Facility, Monthly SMR ( MONNPDES ) report for July 2015,,,
LND-001,"Nitrogen, Total (as N)","Nitrogen, Kjeldahl, Total",,=,13,mg/L,,,,8/3/2015,10:50:00,8/3/2015 10:50,8/3/2015,0:00:00,,,Irrigation,City of Manteca WW Quality Control Facility, Monthly SMR ( MONNPDES ) report for August 2015,,,
LND-001,"Nitrogen, Total (as N)","Nitrogen, Kjeldahl, Total",,=,14,mg/L,,,,8/10/2015,9:55:00,8/10/2015 9:55,8/10/2015,0:00:00,,,Irrigation,City of Manteca WW Quality Control Facility, Monthly SMR ( MONNPDES ) report for August 2015,,,
LND-001,"Nitrogen, Total (as N)","Nitrogen, Kjeldahl, Total",,=,16,mg/L,,,,8/17/2015,9:58:00,8/17/2015 9:58,8/17/2015,0:00:00,,,Irrigation,City of Manteca WW Quality Control Facility, Monthly SMR ( MONNPDES ) report for August 2015,,,
LND-001,"Nitrogen, Total (as N)","Nitrogen, Kjeldahl, Total",,=,9,mg/L,,,,8/24/2015,10:05:00,8/24/2015 10:05,8/24/2015,0:00:00,,,Irrigation,City of Manteca WW Quality Control Facility, Monthly SMR ( MONNPDES ) report for August 2015,,,
LND-001,"Nitrogen, Total (as N)","Nitrogen, Kjeldahl, Total",,=,11,mg/L,,,,8/31/2015,9:40:00,8/31/2015 9:40,8/31/2015,0:00:00,,,,City of Manteca WW Quality Control Facility, Monthly SMR ( MONNPDES ) report for August 2015,,,
LND-001,"Nitrogen, Total (as N)","Nitrogen, Kjeldahl, Total",,=,13,mg/L,,,,9/7/2015,11:40:00,9/7/2015 11:40,9/10/2015,0:00:00,,,Irrigation,City of Manteca WW Quality Control Facility, Monthly SMR ( MONNPDES ) report for September 2015,,,
LND-001,"Nitrogen, Total (as N)","Nitrogen, Kjeldahl, Total",,=,17,mg/L,,,,9/14/2015,10:58:00,9/14/2015 10:58,9/22/2015,0:00:00,,,Irrigation,City of Manteca WW Quality Control Facility, Monthly SMR ( MONNPDES ) report for September 2015,,,
LND-001,"Nitrogen, Total (as N)","Nitrogen, Kjeldahl, Total",,=,7,mg/L,,,,9/21/2015,11:10:00,9/21/2015 11:10,9/22/2015,0:00:00,,,Irrigation,City of Manteca WW Quality Control Facility, Monthly SMR ( MONNPDES ) report for September 2015,,,
