Date,DRP** mg/L P,Month,NH3 mg/L N,NO2 mg/L N,NO3 mg/L N,OrgN mg/L N,PO4 mg/L P,SKN mg/L N,TDN mg/L N,TDP mg/L P,TDS mg/L,TKN mg/L N,TN mg/L N,TP mg/L P,TSS mg/L,Year,flow mgd,pH,peak_flow mgd,temperature degC,urea* mg/L N
2014-02-09,4.4,,5.46,1.9,21.8,,,4.1,27.8,4.7,,5.8,29.5,5.0,10.7,,11.1,6.86,20.0,13.0,
2014-02-18,4.4,,2.08,1.92,23.9,,,0.53,26.35,4.7,,2.2,28.02,4.9,7.2,,10.3,6.73,11.0,13.5,
2014-03-13,3.6,,2.79,1.8,16.6,,,2.6,21.0,3.7,,2.9,21.3,3.6,9.8,,9.71,6.93,10.9,15.5,
2014-03-20,3.6,,0.52,0.225,19.3,,,0.35,19.88,3.4,,0.67,20.195,3.7,10.6,,13.7,6.79,26.0,17.0,
2014-04-03,3.4,,3.16,1.21,13.3,,,2.4,16.91,3.8,,4.2,18.71,4.2,12.4,,14.7,7.12,19.2,14.0,
2014-04-17,4.0,,1.01,1.65,13.5,,,0.48,15.63,4.0,,2.2,17.35,4.2,13.6,,16.9,6.91,21.0,19.0,
2014-05-15,3.9,,0.1,0.05,12.0,,,1.1,13.15,4.2,,1.9,13.95,4.3,12.1,,12.6,7.12,21.0,22.5,
2014-05-22,2.6,,0.1,0.03,7.37,,,1.5,8.9,2.7,,3.3,10.7,2.9,11.2,,15.1,7.28,17.0,20.0,
2014-06-05,3.0,,0.1,0.01,7.34,,,1.1,8.45,2.7,,1.4,8.75,2.7,4.4,,6.14,7.23,13.0,21.0,
2014-06-19,3.8,,0.1,0.003,11.9,,,1.0,12.902999999999999,4.4,,1.5,13.402999999999999,4.4,2.7,,3.98,6.79,10.0,22.0,
2014-07-10,3.4,,0.05,,6.94,,,,,,,3.0,9.95,3.7,,,6.4,,,,
2014-07-17,3.3,,0.11,,6.5,,,,,,,3.2,9.71,3.6,,,7.73,,,,
2014-08-05,7.5,,1.48,,12.5,,,,,,,4.2,17.3,7.4,,,13.28,,,,
2014-08-21,3.4,,0.05,,8.69,,,,,,,2.1,10.8,3.6,,,17.98,,,,
2014-09-09,5.1,,0.17,,10.11,,,,,,,2.9,13.01,4.4,,,18.56,,,,
2014-09-16,4.4,,0.05,,11.31,,,,,,,2.3,13.61,3.8,,,7.13,,,,
2014-10-05,4.2,,1.65,,7.51,,,,,,,6.0,13.51,4.3,,,18.45,,,,
2014-10-12,4.4,,0.2395,,11.74,,,,,,,4.3,16.04,4.8,,,9.93,,,,
2014-12-04,4.5,,1.22,,19.88,,,,,,,2.4,22.28,5.14,,,9.62,,,,
2014-12-16,3.72,,8.66,,11.5,,,,,,,12.0,23.5,3.87,,,19.07,,,,
2015-01-06,3.81,,7.49,,17.25,,,,,,,7.2,24.45,3.97,,,12.72,,,,
2015-01-15,4.56,,7.68,,19.8,,,,,,,8.0,27.8,4.92,,,12.67,,,,
2015-02-10,3.86,,7.11,,16.95,,,,,,,8.7,25.65,4.12,,,13.43,,,,
2015-02-17,4.48,,9.343333333,,13.23,,,,,,,10.0,23.23,4.98,,,13.69,,,,
2015-03-10,4.66,,4.62,,16.74,,,,,,,5.2,21.94,5.14,,,12.85,,,,
2015-03-24,5.37,,0.61,,22.9,,,,,,,0.035,22.97,5.9,,,5.57,,,,
