SAMPLENUM,SITE,LOCATOR,CDATE,Month,Year,TIME,SAMTYPE,PARM_STORED,QUAL,NUMVALUE,UNITS,MDLVALUE,METHODREF,COMMENTS
L141293-2,WWTP EFFLUENT,EFF EPS 04,2/5/2008,2,2008,12:00:00 PM,CF01,TOTAL SUSPENDED SOLIDS,,12,mg/L,2.5,SM(18)2540D,"Tu, We, F merged mode"
L141320-2,WWTP EFFLUENT,EFF EPS 04,2/6/2008,2,2008,12:00:00 PM,CF01,TOTAL SUSPENDED SOLIDS,,16,mg/L,5,SM(18)2540D,"Tu, We, F merged mode"
L141352-2,WWTP EFFLUENT,EFF EPS 04,2/7/2008,2,2008,12:00:00 PM,CF01,TOTAL SUSPENDED SOLIDS,,18,mg/L,5,SM(18)2540D,
L141399-2,WWTP EFFLUENT,EFF EPS 04,2/8/2008,2,2008,12:00:00 PM,CF01,TOTAL SUSPENDED SOLIDS,,16,mg/L,5,SM(18)2540D,"Tu, We, F merged mode"
L141442-2,WWTP EFFLUENT,EFF EPS 04,2/12/2008,2,2008,12:00:00 PM,CF01,TOTAL SUSPENDED SOLIDS,,15,mg/L,5,SM(18)2540D,"Tu, We, F merged mode"
L141456-2,WWTP EFFLUENT,EFF EPS 04,2/13/2008,2,2008,12:00:00 PM,CF01,TOTAL SUSPENDED SOLIDS,,14,mg/L,5,SM(18)2540D,"Tu, We, F merged mode"
L141497-2,WWTP EFFLUENT,EFF EPS 04,2/14/2008,2,2008,12:00:00 PM,CF01,TOTAL SUSPENDED SOLIDS,,16,mg/L,5,SM(18)2540D,"TH, merged mode"
L141522-2,WWTP EFFLUENT,EFF EPS 04,2/15/2008,2,2008,12:00:00 PM,CF01,TOTAL SUSPENDED SOLIDS,,17,mg/L,2.5,SM(18)2540D,"Tu, We, F merged mode. Operation was notified about low volume but sample was representative. Ammonia Pour off was not done."
L141574-2,WWTP EFFLUENT,EFF EPS 04,2/19/2008,2,2008,12:00:00 PM,CF01,TOTAL SUSPENDED SOLIDS,,13,mg/L,2.5,SM(18)2540D,"Tu, We, F merged mode"
L141602-2,WWTP EFFLUENT,EFF EPS 04,2/20/2008,2,2008,12:00:00 PM,CF01,TOTAL SUSPENDED SOLIDS,,23,mg/L,2.5,SM(18)2540D,"Tu, We, F merged mode"
L141628-2,WWTP EFFLUENT,EFF EPS 04,2/21/2008,2,2008,12:00:00 PM,CF01,TOTAL SUSPENDED SOLIDS,,16,mg/L,3.3,SM(18)2540D,"TH, merged mode"
L141654-2,WWTP EFFLUENT,EFF EPS 04,2/22/2008,2,2008,12:00:00 PM,CF01,TOTAL SUSPENDED SOLIDS,,14,mg/L,3.3,SM(18)2540D,"Tu, We, F merged mode"
L141701-2,WWTP EFFLUENT,EFF EPS 04,2/26/2008,2,2008,12:00:00 PM,CF01,TOTAL SUSPENDED SOLIDS,,4.7,mg/L,3.3,SM(18)2540D,"Tu, We, F merged mode"
L141723-2,WWTP EFFLUENT,EFF EPS 04,2/27/2008,2,2008,12:00:00 PM,CF01,TOTAL SUSPENDED SOLIDS,,8,mg/L,3.3,SM(18)2540D,"Tu, We, F merged mode"
L141760-2,WWTP EFFLUENT,EFF EPS 04,2/28/2008,2,2008,12:00:00 PM,CF01,TOTAL SUSPENDED SOLIDS,,8.7,mg/L,3.3,SM(18)2540D,"TH, merged mode"
L141781-2,WWTP EFFLUENT,EFF EPS 04,2/29/2008,2,2008,12:00:00 PM,CF01,TOTAL SUSPENDED SOLIDS,,13,mg/L,3.3,SM(18)2540D,"Tu, We, F merged mode"
L141836-2,WWTP EFFLUENT,EFF EPS 04,3/4/2008,3,2008,12:00:00 PM,CF01,TOTAL SUSPENDED SOLIDS,,12,mg/L,2.5,SM(18)2540D,"Tu, We, F merged mode"
L141863-2,WWTP EFFLUENT,EFF EPS 04,3/5/2008,3,2008,12:00:00 PM,CF01,TOTAL SUSPENDED SOLIDS,,13,mg/L,2.5,SM(18)2540D,"Tu, We, F merged mode"
L141896-2,WWTP EFFLUENT,EFF EPS 04,3/6/2008,3,2008,12:00:00 PM,CF01,TOTAL SUSPENDED SOLIDS,,14,mg/L,2.8,SM(18)2540D,"TH, merged mode"
L141932-2,WWTP EFFLUENT,EFF EPS 04,3/7/2008,3,2008,12:00:00 PM,CF01,TOTAL SUSPENDED SOLIDS,,15,mg/L,3.1,SM(18)2540D,"Tu, We, F merged mode"
L141994-2,WWTP EFFLUENT,EFF EPS 04,3/11/2008,3,2008,12:00:00 PM,CF01,TOTAL SUSPENDED SOLIDS,,15,mg/L,3.3,SM(18)2540D,"Tu, We, F merged mode"
L142027-2,WWTP EFFLUENT,EFF EPS 04,3/12/2008,3,2008,12:00:00 PM,CF01,TOTAL SUSPENDED SOLIDS,,10,mg/L,3.3,SM(18)2540D,"Tu, We, F merged mode"
L142072-2,WWTP EFFLUENT,EFF EPS 04,3/13/2008,3,2008,12:00:00 PM,CF01,TOTAL SUSPENDED SOLIDS,,10,mg/L,3.3,SM(18)2540D,"TH, merged mode"
L142107-2,WWTP EFFLUENT,EFF EPS 04,3/14/2008,3,2008,12:00:00 PM,CF01,TOTAL SUSPENDED SOLIDS,,14,mg/L,3.3,SM(18)2540D,"Tu, We, F merged mode"
L142179-2,WWTP EFFLUENT,EFF EPS 04,3/18/2008,3,2008,12:00:00 PM,CF01,TOTAL SUSPENDED SOLIDS,,10,mg/L,3.3,SM(18)2540D,"Tu, We, F merged mode"
L142204-2,WWTP EFFLUENT,EFF EPS 04,3/19/2008,3,2008,12:00:00 PM,CF01,TOTAL SUSPENDED SOLIDS,,10,mg/L,3.3,SM(18)2540D,"Tu, We, F merged mode"
L142230-2,WWTP EFFLUENT,EFF EPS 04,3/20/2008,3,2008,12:00:00 PM,CF01,TOTAL SUSPENDED SOLIDS,,9.5,mg/L,2.5,SM(18)2540D,"TH, merged mode"
L142257-2,WWTP EFFLUENT,EFF EPS 04,3/21/2008,3,2008,12:00:00 PM,CF01,TOTAL SUSPENDED SOLIDS,,9,mg/L,2.5,SM(18)2540D,"Tu, We, F merged mode"
L142323-2,WWTP EFFLUENT,EFF EPS 04,3/25/2008,3,2008,12:00:00 PM,CF01,TOTAL SUSPENDED SOLIDS,,9.5,mg/L,2.5,SM(18)2540D,"Tu, We, F merged mode"
L142351-2,WWTP EFFLUENT,EFF EPS 04,3/26/2008,3,2008,12:00:00 PM,CF01,TOTAL SUSPENDED SOLIDS,,12,mg/L,2.5,SM(18)2540D,"Tu, We, F merged mode"
L142383-2,WWTP EFFLUENT,EFF EPS 04,3/27/2008,3,2008,12:00:00 PM,CF01,TOTAL SUSPENDED SOLIDS,,14,mg/L,2.8,SM(18)2540D,"TH, merged mode"
L142405-2,WWTP EFFLUENT,EFF EPS 04,3/28/2008,3,2008,12:00:00 PM,CF01,TOTAL SUSPENDED SOLIDS,,11,mg/L,2.9,SM(18)2540D,"Tu, We, F merged mode"
L142443-2,WWTP EFFLUENT,EFF EPS 04,4/1/2008,4,2008,12:00:00 PM,CF01,TOTAL SUSPENDED SOLIDS,,13,mg/L,2.5,SM(18)2540D,"Tu, We, F merged mode"
L142481-2,WWTP EFFLUENT,EFF EPS 04,4/2/2008,4,2008,12:00:00 PM,CF01,TOTAL SUSPENDED SOLIDS,,12,mg/L,2.5,SM(18)2540D,"Tu, We, F merged mode"
L142512-2,WWTP EFFLUENT,EFF EPS 04,4/3/2008,4,2008,12:00:00 PM,CF01,TOTAL SUSPENDED SOLIDS,,15,mg/L,2.8,SM(18)2540D,"TH, merged mode"
L142550-2,WWTP EFFLUENT,EFF EPS 04,4/4/2008,4,2008,12:00:00 PM,CF01,TOTAL SUSPENDED SOLIDS,,12,mg/L,2.8,SM(18)2540D,"Tu, We, F merged mode"
L142614-2,WWTP EFFLUENT,EFF EPS 04,4/8/2008,4,2008,12:00:00 PM,CF01,TOTAL SUSPENDED SOLIDS,,12,mg/L,2.5,SM(18)2540D,"Tu, We, F merged mode"
L142652-2,WWTP EFFLUENT,EFF EPS 04,4/9/2008,4,2008,12:00:00 PM,CF01,TOTAL SUSPENDED SOLIDS,,12,mg/L,2.9,SM(18)2540D,"Tu, We, F merged mode"
L142676-2,WWTP EFFLUENT,EFF EPS 04,4/10/2008,4,2008,12:00:00 PM,CF01,TOTAL SUSPENDED SOLIDS,,12,mg/L,2.8,SM(18)2540D,"TH, merged mode"
L142712-2,WWTP EFFLUENT,EFF EPS 04,4/11/2008,4,2008,12:00:00 PM,CF01,TOTAL SUSPENDED SOLIDS,,13,mg/L,2,SM(18)2540D,"Tu, We, F merged mode"
L142774-2,WWTP EFFLUENT,EFF EPS 04,4/15/2008,4,2008,12:00:00 PM,CF01,TOTAL SUSPENDED SOLIDS,,9,mg/L,2.5,SM(18)2540D,"Tu, We, F merged mode"
L142807-2,WWTP EFFLUENT,EFF EPS 04,4/16/2008,4,2008,12:00:00 PM,CF01,TOTAL SUSPENDED SOLIDS,,9.2,mg/L,2,SM(18)2540D,"Tu, We, F merged mode"
L142838-2,WWTP EFFLUENT,EFF EPS 04,4/17/2008,4,2008,12:00:00 PM,CF01,TOTAL SUSPENDED SOLIDS,,10,mg/L,2.5,SM(18)2540D,"TH, merged mode"
L142879-2,WWTP EFFLUENT,EFF EPS 04,4/18/2008,4,2008,12:00:00 PM,CF01,TOTAL SUSPENDED SOLIDS,,14,mg/L,2.5,SM(18)2540D,"Tu, We, F merged mode"
L142942-2,WWTP EFFLUENT,EFF EPS 04,4/22/2008,4,2008,12:00:00 PM,CF01,TOTAL SUSPENDED SOLIDS,,7,mg/L,2.5,SM(18)2540D,"Tu, We, F merged mode"
L142981-2,WWTP EFFLUENT,EFF EPS 04,4/23/2008,4,2008,12:00:00 PM,CF01,TOTAL SUSPENDED SOLIDS,,12,mg/L,2.5,SM(18)2540D,"Tu, We, F merged mode"
L143011-2,WWTP EFFLUENT,EFF EPS 04,4/24/2008,4,2008,12:30:00 PM,CF01,TOTAL SUSPENDED SOLIDS,,13,mg/L,2.5,SM(18)2540D,"TH, merged mode"
L143044-2,WWTP EFFLUENT,EFF EPS 04,4/25/2008,4,2008,12:00:00 PM,CF01,TOTAL SUSPENDED SOLIDS,,9.5,mg/L,2.5,SM(18)2540D,"Tu, We, F merged mode"
L143108-2,WWTP EFFLUENT,EFF EPS 04,4/29/2008,4,2008,12:00:00 PM,CF01,TOTAL SUSPENDED SOLIDS,,11,mg/L,2.5,SM(18)2540D,"Tu, We, F merged mode"
L143139-2,WWTP EFFLUENT,EFF EPS 04,4/30/2008,4,2008,12:00:00 PM,CF01,TOTAL SUSPENDED SOLIDS,,10,mg/L,5,SM(18)2540D,"Tu, We, F merged mode"
L143161-2,WWTP EFFLUENT,EFF EPS 04,5/1/2008,5,2008,12:00:00 PM,CF01,TOTAL SUSPENDED SOLIDS,,10,mg/L,2.5,SM(18)2540D,"TH, merged mode"
L143191-2,WWTP EFFLUENT,EFF EPS 04,5/2/2008,5,2008,12:00:00 PM,CF01,TOTAL SUSPENDED SOLIDS,,13,mg/L,3.3,SM(18)2540D,"Tu, We, F merged mode"
L143253-2,WWTP EFFLUENT,EFF EPS 04,5/6/2008,5,2008,12:00:00 PM,CF01,TOTAL SUSPENDED SOLIDS,,9.2,mg/L,2,SM(18)2540D,"Tu, We, F merged mode"
L143289-2,WWTP EFFLUENT,EFF EPS 04,5/7/2008,5,2008,12:00:00 PM,CF01,TOTAL SUSPENDED SOLIDS,,11,mg/L,2.5,SM(18)2540D,"Tu, We, F merged mode"
L143308-2,WWTP EFFLUENT,EFF EPS 04,5/8/2008,5,2008,12:00:00 PM,CF01,TOTAL SUSPENDED SOLIDS,,11,mg/L,2,SM(18)2540D,"TH, merged mode"
L143354-2,WWTP EFFLUENT,EFF EPS 04,5/9/2008,5,2008,12:00:00 PM,CF01,TOTAL SUSPENDED SOLIDS,,11,mg/L,2.5,SM(18)2540D,"Tu, We, F merged mode"
L143429-3,WWTP EFFLUENT,EFF EPS 04,5/13/2008,5,2008,12:00:00 PM,CF01,TOTAL SUSPENDED SOLIDS,,15,mg/L,2.9,SM(18)2540D,"Tu, We, F merged mode"
L143466-3,WWTP EFFLUENT,EFF EPS 04,5/14/2008,5,2008,12:00:00 PM,CF01,TOTAL SUSPENDED SOLIDS,,19,mg/L,2.5,SM(18)2540D,"Tu, We, F merged mode"
L143508-2,WWTP EFFLUENT,EFF EPS 04,5/15/2008,5,2008,12:00:00 PM,CF01,TOTAL SUSPENDED SOLIDS,,18,mg/L,2.5,SM(18)2540D,"TH, merged mode"
L143551-3,WWTP EFFLUENT,EFF EPS 04,5/16/2008,5,2008,12:00:00 PM,CF01,TOTAL SUSPENDED SOLIDS,,15,mg/L,2.5,SM(18)2540D,"Tu, We, F merged mode"
L143636-2,WWTP EFFLUENT,EFF EPS 04,5/20/2008,5,2008,12:00:00 PM,CF01,TOTAL SUSPENDED SOLIDS,,15,mg/L,2.5,SM(18)2540D,"Tu, We, F merged mode"
L143653-2,WWTP EFFLUENT,EFF EPS 04,5/21/2008,5,2008,12:00:00 PM,CF01,TOTAL SUSPENDED SOLIDS,,12,mg/L,2.5,SM(18)2540D,"Tu, We, F merged mode"
L143677-3,WWTP EFFLUENT,EFF EPS 04,5/22/2008,5,2008,12:00:00 PM,CF01,TOTAL SUSPENDED SOLIDS,,11,mg/L,2.5,SM(18)2540D,"TH, merged mode"
L143712-4,WWTP EFFLUENT,EFF EPS 04,5/23/2008,5,2008,12:00:00 PM,CF01,TOTAL SUSPENDED SOLIDS,,11,mg/L,2.5,SM(18)2540D,"Tu, We, F merged mode"
L143764-2,WWTP EFFLUENT,EFF EPS 04,5/27/2008,5,2008,12:00:00 PM,CF01,TOTAL SUSPENDED SOLIDS,,11,mg/L,2.5,SM(18)2540D,"Tu, We, F merged mode"
L143807-2,WWTP EFFLUENT,EFF EPS 04,5/28/2008,5,2008,12:00:00 PM,CF01,TOTAL SUSPENDED SOLIDS,,12,mg/L,2.5,SM(18)2540D,"Tu, We, F merged mode"
L143829-2,WWTP EFFLUENT,EFF EPS 04,5/29/2008,5,2008,12:00:00 PM,CF01,TOTAL SUSPENDED SOLIDS,,14,mg/L,2.5,SM(18)2540D,"TH, merged mode"
L143863-2,WWTP EFFLUENT,EFF EPS 04,5/30/2008,5,2008,12:15:00 PM,CF01,TOTAL SUSPENDED SOLIDS,,9,mg/L,2.5,SM(18)2540D,"Tu, We, F merged mode"
L143933-2,WWTP EFFLUENT,EFF EPS 04,6/3/2008,6,2008,12:00:00 PM,CF01,TOTAL SUSPENDED SOLIDS,,8.5,mg/L,2.5,SM(18)2540D,"Tu, We, F merged mode"
L143962-2,WWTP EFFLUENT,EFF EPS 04,6/4/2008,6,2008,12:00:00 PM,CF01,TOTAL SUSPENDED SOLIDS,,11,mg/L,2.5,SM(18)2540D,"Tu, We, F merged mode"
L143993-3,WWTP EFFLUENT,EFF EPS 04,6/5/2008,6,2008,12:00:00 PM,CF01,TOTAL SUSPENDED SOLIDS,,14,mg/L,2.5,SM(18)2540D,"TH, merged mode"
L144040-2,WWTP EFFLUENT,EFF EPS 04,6/6/2008,6,2008,12:00:00 PM,CF01,TOTAL SUSPENDED SOLIDS,,22,mg/L,2.5,SM(18)2540D,"Tu, We, F merged mode"
L144114-2,WWTP EFFLUENT,EFF EPS 04,6/10/2008,6,2008,12:00:00 PM,CF01,TOTAL SUSPENDED SOLIDS,,13,mg/L,3.3,SM(18)2540D,"Tu, We, F merged mode"
L144141-2,WWTP EFFLUENT,EFF EPS 04,6/11/2008,6,2008,12:00:00 PM,CF01,TOTAL SUSPENDED SOLIDS,,13,mg/L,3.3,SM(18)2540D,"Tu, We, F merged mode"
L144173-2,WWTP EFFLUENT,EFF EPS 04,6/12/2008,6,2008,12:00:00 PM,CF01,TOTAL SUSPENDED SOLIDS,,10,mg/L,2.5,SM(18)2540D,"TH, merged mode"
L144219-2,WWTP EFFLUENT,EFF EPS 04,6/13/2008,6,2008,12:00:00 PM,CF01,TOTAL SUSPENDED SOLIDS,,11,mg/L,2.5,SM(18)2540D,"Tu, We, F merged mode"
L144265-2,WWTP EFFLUENT,EFF EPS 04,6/17/2008,6,2008,12:00:00 PM,CF01,TOTAL SUSPENDED SOLIDS,,19,mg/L,2.5,SM(18)2540D,"Tu, We, F merged mode"
L144317-2,WWTP EFFLUENT,EFF EPS 04,6/18/2008,6,2008,12:00:00 PM,CF01,TOTAL SUSPENDED SOLIDS,,21,mg/L,2.5,SM(18)2540D,"Tu, We, F merged mode"
L144359-2,WWTP EFFLUENT,EFF EPS 04,6/19/2008,6,2008,12:00:00 PM,CF01,TOTAL SUSPENDED SOLIDS,,14,mg/L,3.3,SM(18)2540D,"TH, merged mode"
L144405-2,WWTP EFFLUENT,EFF EPS 04,6/20/2008,6,2008,12:00:00 PM,CF01,TOTAL SUSPENDED SOLIDS,,15,mg/L,3.3,SM(18)2540D,"Tu, We, F merged mode"
L144477-2,WWTP EFFLUENT,EFF EPS 04,6/24/2008,6,2008,12:00:00 PM,CF01,TOTAL SUSPENDED SOLIDS,,17,mg/L,3.3,SM(18)2540D,"Tu, We, F merged mode"
L144510-2,WWTP EFFLUENT,EFF EPS 04,6/25/2008,6,2008,12:00:00 PM,CF01,TOTAL SUSPENDED SOLIDS,,16,mg/L,3.3,SM(18)2540D,"Tu, We, F merged mode"
L144540-2,WWTP EFFLUENT,EFF EPS 04,6/26/2008,6,2008,12:00:00 PM,CF01,TOTAL SUSPENDED SOLIDS,,14,mg/L,3.3,SM(18)2540D,"TH, merged mode"
L144569-2,WWTP EFFLUENT,EFF EPS 04,6/27/2008,6,2008,12:00:00 PM,CF01,TOTAL SUSPENDED SOLIDS,,9,mg/L,2.5,SM(18)2540D,"Tu, We, F merged mode"
L144628-2,WWTP EFFLUENT,EFF EPS 04,7/1/2008,7,2008,12:00:00 PM,CF01,TOTAL SUSPENDED SOLIDS,,11,mg/L,3.3,SM(18)2540D,"Tu, We, F merged mode"
L144668-2,WWTP EFFLUENT,EFF EPS 04,7/2/2008,7,2008,12:00:00 PM,CF01,TOTAL SUSPENDED SOLIDS,,13,mg/L,3.3,SM(18)2540D,"Tu, We, F merged mode"
L144695-2,WWTP EFFLUENT,EFF EPS 04,7/3/2008,7,2008,12:00:00 PM,CF01,TOTAL SUSPENDED SOLIDS,,13,mg/L,5,SM(18)2540D,"TH, merged mode"
L144722-2,WWTP EFFLUENT,EFF EPS 04,7/4/2008,7,2008,12:00:00 PM,CF01,TOTAL SUSPENDED SOLIDS,,12,mg/L,3.3,SM(18)2540D,"Tu, We, F merged mode"
L144790-2,WWTP EFFLUENT,EFF EPS 04,7/8/2008,7,2008,12:00:00 PM,CF01,TOTAL SUSPENDED SOLIDS,,14,mg/L,3.3,SM(18)2540D,"Tu, We, F merged mode"
L144823-2,WWTP EFFLUENT,EFF EPS 04,7/9/2008,7,2008,12:00:00 PM,CF01,TOTAL SUSPENDED SOLIDS,,14,mg/L,3.3,SM(18)2540D,"Tu, We, F merged mode"
L144855-2,WWTP EFFLUENT,EFF EPS 04,7/10/2008,7,2008,12:00:00 PM,CF01,TOTAL SUSPENDED SOLIDS,,13,mg/L,3.3,SM(18)2540D,"TH, merged mode"
L144896-2,WWTP EFFLUENT,EFF EPS 04,7/11/2008,7,2008,12:00:00 PM,CF01,TOTAL SUSPENDED SOLIDS,,12,mg/L,3.3,SM(18)2540D,"Tu, We, F merged mode"
L144957-2,WWTP EFFLUENT,EFF EPS 04,7/15/2008,7,2008,12:00:00 PM,CF01,TOTAL SUSPENDED SOLIDS,,15,mg/L,2.5,SM(18)2540D,"Tu, We, F merged mode"
L144996-2,WWTP EFFLUENT,EFF EPS 04,7/16/2008,7,2008,12:00:00 PM,CF01,TOTAL SUSPENDED SOLIDS,,12,mg/L,2.5,SM(18)2540D,"Tu, We, F merged mode"
L145032-2,WWTP EFFLUENT,EFF EPS 04,7/17/2008,7,2008,12:00:00 PM,CF01,TOTAL SUSPENDED SOLIDS,,16,mg/L,10,SM(18)2540D,"TH, merged mode"
L145092-2,WWTP EFFLUENT,EFF EPS 04,7/18/2008,7,2008,12:00:00 PM,CF01,TOTAL SUSPENDED SOLIDS,,11,mg/L,3.3,SM(18)2540D,"Tu, We, F merged mode"
L145164-2,WWTP EFFLUENT,EFF EPS 04,7/22/2008,7,2008,12:00:00 PM,CF01,TOTAL SUSPENDED SOLIDS,,15,mg/L,5,SM(18)2540D,"Tu, We, F merged mode"
L145199-2,WWTP EFFLUENT,EFF EPS 04,7/23/2008,7,2008,12:00:00 PM,CF01,TOTAL SUSPENDED SOLIDS,,17,mg/L,5,SM(18)2540D,"Tu, We, F merged mode"
L145242-2,WWTP EFFLUENT,EFF EPS 04,7/24/2008,7,2008,12:00:00 PM,CF01,TOTAL SUSPENDED SOLIDS,,18,mg/L,5,SM(18)2540D,"TH, merged mode"
L145270-2,WWTP EFFLUENT,EFF EPS 04,7/25/2008,7,2008,12:00:00 PM,CF01,TOTAL SUSPENDED SOLIDS,,16,mg/L,5,SM(18)2540D,"Tu, We, F merged mode; EPS ISCO Malfunction - invalid"
L145338-2,WWTP EFFLUENT,EFF EPS 04,7/29/2008,7,2008,12:00:00 PM,CF01,TOTAL SUSPENDED SOLIDS,,22,mg/L,5,SM(18)2540D,"Tu, We, F merged mode"
L145372-2,WWTP EFFLUENT,EFF EPS 04,7/30/2008,7,2008,12:00:00 PM,CF01,TOTAL SUSPENDED SOLIDS,,15,mg/L,5,SM(18)2540D,"Tu, We, F merged mode"
L145403-2,WWTP EFFLUENT,EFF EPS 04,7/31/2008,7,2008,12:00:00 PM,CF01,TOTAL SUSPENDED SOLIDS,,13,mg/L,3.3,SM(18)2540D,"TH, merged mode"
L145440-2,WWTP EFFLUENT,EFF EPS 04,8/1/2008,8,2008,12:00:00 PM,CF01,TOTAL SUSPENDED SOLIDS,,9,mg/L,2.5,SM(18)2540D,"Tu, We, F merged mode"
L145504-2,WWTP EFFLUENT,EFF EPS 04,8/5/2008,8,2008,12:00:00 PM,CF01,TOTAL SUSPENDED SOLIDS,,12,mg/L,3.3,SM(18)2540D,"Tu, We, F merged mode"
L145533-2,WWTP EFFLUENT,EFF EPS 04,8/6/2008,8,2008,12:00:00 PM,CF01,TOTAL SUSPENDED SOLIDS,,11,mg/L,3.3,SM(18)2540D,"Tu, We, F merged mode"
L145563-2,WWTP EFFLUENT,EFF EPS 04,8/7/2008,8,2008,12:00:00 PM,CF01,TOTAL SUSPENDED SOLIDS,,12,mg/L,5,SM(18)2540D,"TH, merged mode"
L145602-2,WWTP EFFLUENT,EFF EPS 04,8/8/2008,8,2008,12:00:00 PM,CF01,TOTAL SUSPENDED SOLIDS,,12,mg/L,5,SM(18)2540D,"Tu, We, F merged mode"
L145673-2,WWTP EFFLUENT,EFF EPS 04,8/12/2008,8,2008,12:00:00 PM,CF01,TOTAL SUSPENDED SOLIDS,,12,mg/L,3.3,SM(18)2540D,"Tu, We, F merged mode"
L145702-2,WWTP EFFLUENT,EFF EPS 04,8/13/2008,8,2008,12:00:00 PM,CF01,TOTAL SUSPENDED SOLIDS,,11,mg/L,3.3,SM(18)2540D,"Tu, We, F merged mode"
L145756-2,WWTP EFFLUENT,EFF EPS 04,8/14/2008,8,2008,12:00:00 PM,CF01,TOTAL SUSPENDED SOLIDS,,13,mg/L,5,SM(18)2540D,"TH, merged mode"
L145783-2,WWTP EFFLUENT,EFF EPS 04,8/15/2008,8,2008,12:00:00 PM,CF01,TOTAL SUSPENDED SOLIDS,,15,mg/L,5,SM(18)2540D,"Tu, We, F merged mode"
L145863-2,WWTP EFFLUENT,EFF EPS 04,8/19/2008,8,2008,12:00:00 PM,CF01,TOTAL SUSPENDED SOLIDS,,11,mg/L,2.5,SM(18)2540D,"Tu, We, F merged mode"
L145891-2,WWTP EFFLUENT,EFF EPS 04,8/20/2008,8,2008,12:00:00 PM,CF01,TOTAL SUSPENDED SOLIDS,,10,mg/L,3.3,SM(18)2540D,"Tu, We, F merged mode"
L145935-2,WWTP EFFLUENT,EFF EPS 04,8/21/2008,8,2008,12:00:00 PM,CF01,TOTAL SUSPENDED SOLIDS,,14,mg/L,5,SM(18)2540D,"TH, merged mode"
L145961-2,WWTP EFFLUENT,EFF EPS 04,8/22/2008,8,2008,12:00:00 PM,CF01,TOTAL SUSPENDED SOLIDS,,13,mg/L,2.5,SM(18)2540D,"Tu, We, F merged mode"
L146023-2,WWTP EFFLUENT,EFF EPS 04,8/26/2008,8,2008,12:00:00 PM,CF01,TOTAL SUSPENDED SOLIDS,,11,mg/L,5,SM(18)2540D,"Tu, We, F merged mode"
L146056-2,WWTP EFFLUENT,EFF EPS 04,8/27/2008,8,2008,12:00:00 PM,CF01,TOTAL SUSPENDED SOLIDS,,12,mg/L,2.5,SM(18)2540D,"Tu, We, F merged mode"
L146103-2,WWTP EFFLUENT,EFF EPS 04,8/28/2008,8,2008,12:00:00 PM,CF01,TOTAL SUSPENDED SOLIDS,,13,mg/L,2.5,SM(18)2540D,"TH, merged mode"
L146120-2,WWTP EFFLUENT,EFF EPS 04,8/29/2008,8,2008,12:00:00 PM,CF01,TOTAL SUSPENDED SOLIDS,,16,mg/L,2.5,SM(18)2540D,"Tu, We, F merged mode"
L146172-3,WWTP EFFLUENT,EFF EPS 04,9/2/2008,9,2008,12:00:00 PM,CF01,TOTAL SUSPENDED SOLIDS,,12,mg/L,2.5,SM(18)2540D,"Tu, We, F merged mode"
L146213-2,WWTP EFFLUENT,EFF EPS 04,9/3/2008,9,2008,12:00:00 PM,CF01,TOTAL SUSPENDED SOLIDS,,12,mg/L,2.5,SM(18)2540D,"Tu, We, F merged mode"
L146248-2,WWTP EFFLUENT,EFF EPS 04,9/4/2008,9,2008,12:00:00 PM,CF01,TOTAL SUSPENDED SOLIDS,,18,mg/L,2.5,SM(18)2540D,"TH, merged mode"
L146290-2,WWTP EFFLUENT,EFF EPS 04,9/5/2008,9,2008,12:00:00 PM,CF01,TOTAL SUSPENDED SOLIDS,,13,mg/L,2.5,SM(18)2540D,"Tu, We, F merged mode"
L146359-2,WWTP EFFLUENT,EFF EPS 04,9/9/2008,9,2008,12:00:00 PM,CF01,TOTAL SUSPENDED SOLIDS,,14,mg/L,2.5,SM(18)2540D,"Tu, We, F merged mode"
L146398-2,WWTP EFFLUENT,EFF EPS 04,9/10/2008,9,2008,12:00:00 PM,CF01,TOTAL SUSPENDED SOLIDS,,16,mg/L,2.5,SM(18)2540D,"Tu, We, F merged mode"
L146423-2,WWTP EFFLUENT,EFF EPS 04,9/11/2008,9,2008,12:00:00 PM,CF01,TOTAL SUSPENDED SOLIDS,,19,mg/L,2.5,SM(18)2540D,"TH, merged mode"
L146458-2,WWTP EFFLUENT,EFF EPS 04,9/12/2008,9,2008,12:00:00 PM,CF01,TOTAL SUSPENDED SOLIDS,,14,mg/L,2.5,SM(18)2540D,"Tu, We, F merged mode"
L146534-2,WWTP EFFLUENT,EFF EPS 04,9/16/2008,9,2008,12:00:00 PM,CF01,TOTAL SUSPENDED SOLIDS,,13,mg/L,2.5,SM(18)2540D,"Tu, We, F merged mode"
L146574-2,WWTP EFFLUENT,EFF EPS 04,9/17/2008,9,2008,12:00:00 PM,CF01,TOTAL SUSPENDED SOLIDS,,12,mg/L,2.5,SM(18)2540D,"Tu, We, F merged mode"
L146633-2,WWTP EFFLUENT,EFF EPS 04,9/18/2008,9,2008,12:00:00 PM,CF01,TOTAL SUSPENDED SOLIDS,,15,mg/L,2.5,SM(18)2540D,"TH, merged mode"
L146668-2,WWTP EFFLUENT,EFF EPS 04,9/19/2008,9,2008,12:00:00 PM,CF01,TOTAL SUSPENDED SOLIDS,,11,mg/L,2.5,SM(18)2540D,"Tu, We, F merged mode"
